window_index,y_now,k,horizon_s,attack_prob,progression_state,attck_phase,confidence
574,1,1,10,0.0188,NORMAL,None,Medium
574,1,2,20,0.0243,NORMAL,None,Medium
574,1,3,30,0.0273,NORMAL,None,Medium
574,1,4,40,0.0248,NORMAL,None,Low
574,1,5,50,0.0262,NORMAL,None,Low
574,1,6,60,0.0257,NORMAL,None,Low
575,1,1,10,0.0168,NORMAL,None,Medium
575,1,2,20,0.0242,NORMAL,None,Medium
575,1,3,30,0.024,NORMAL,None,Medium
575,1,4,40,0.0262,NORMAL,None,Low
575,1,5,50,0.0252,NORMAL,None,Low
575,1,6,60,0.0258,NORMAL,None,Low
576,1,1,10,0.018,NORMAL,None,Medium
576,1,2,20,0.0223,NORMAL,None,Medium
576,1,3,30,0.0279,NORMAL,None,Medium
576,1,4,40,0.026,NORMAL,None,Low
576,1,5,50,0.0274,NORMAL,None,Low
576,1,6,60,0.0294,NORMAL,None,Low
577,1,1,10,0.0144,NORMAL,None,Medium
577,1,2,20,0.0213,NORMAL,None,Medium
577,1,3,30,0.0242,NORMAL,None,Medium
577,1,4,40,0.025,NORMAL,None,Low
577,1,5,50,0.0273,NORMAL,None,Low
577,1,6,60,0.0272,NORMAL,None,Low
578,1,1,10,0.0154,NORMAL,None,Medium
578,1,2,20,0.0235,NORMAL,None,Medium
578,1,3,30,0.0268,NORMAL,None,Medium
578,1,4,40,0.0248,NORMAL,None,Low
578,1,5,50,0.0264,NORMAL,None,Low
578,1,6,60,0.0257,NORMAL,None,Low
579,0,1,10,0.018,NORMAL,None,Medium
579,0,2,20,0.0209,NORMAL,None,Medium
579,0,3,30,0.0245,NORMAL,None,Medium
579,0,4,40,0.0262,NORMAL,None,Low
579,0,5,50,0.025,NORMAL,None,Low
579,0,6,60,0.0258,NORMAL,None,Low
580,0,1,10,0.0175,NORMAL,None,Medium
580,0,2,20,0.0235,NORMAL,None,Medium
580,0,3,30,0.0234,NORMAL,None,Medium
580,0,4,40,0.0282,NORMAL,None,Low
580,0,5,50,0.0255,NORMAL,None,Low
580,0,6,60,0.0254,NORMAL,None,Low
581,1,1,10,0.0141,NORMAL,None,Medium
581,1,2,20,0.0223,NORMAL,None,Medium
581,1,3,30,0.0242,NORMAL,None,Medium
581,1,4,40,0.0263,NORMAL,None,Low
581,1,5,50,0.0263,NORMAL,None,Low
581,1,6,60,0.0285,NORMAL,None,Low
582,1,1,10,0.0142,NORMAL,None,Medium
582,1,2,20,0.0208,NORMAL,None,Medium
582,1,3,30,0.0227,NORMAL,None,Medium
582,1,4,40,0.0254,NORMAL,None,Low
582,1,5,50,0.0279,NORMAL,None,Low
582,1,6,60,0.0262,NORMAL,None,Low
583,1,1,10,0.0136,NORMAL,None,Medium
583,1,2,20,0.0218,NORMAL,None,Medium
583,1,3,30,0.0224,NORMAL,None,Medium
583,1,4,40,0.0237,NORMAL,None,Low
583,1,5,50,0.0225,NORMAL,None,Low
583,1,6,60,0.0252,NORMAL,None,Low
584,1,1,10,0.0169,NORMAL,None,Medium
584,1,2,20,0.0212,NORMAL,None,Medium
584,1,3,30,0.0241,NORMAL,None,Medium
584,1,4,40,0.0275,NORMAL,None,Low
584,1,5,50,0.0276,NORMAL,None,Low
584,1,6,60,0.0275,NORMAL,None,Low
585,1,1,10,0.0172,NORMAL,None,Medium
585,1,2,20,0.0213,NORMAL,None,Medium
585,1,3,30,0.0244,NORMAL,None,Medium
585,1,4,40,0.0251,NORMAL,None,Low
585,1,5,50,0.0268,NORMAL,None,Low
585,1,6,60,0.023,NORMAL,None,Low
586,1,1,10,0.023,NORMAL,None,Medium
586,1,2,20,0.0229,NORMAL,None,Medium
586,1,3,30,0.0235,NORMAL,None,Medium
586,1,4,40,0.0247,NORMAL,None,Low
586,1,5,50,0.0251,NORMAL,None,Low
586,1,6,60,0.0264,NORMAL,None,Low
587,1,1,10,0.0239,NORMAL,None,Medium
587,1,2,20,0.0233,NORMAL,None,Medium
587,1,3,30,0.0222,NORMAL,None,Medium
587,1,4,40,0.023,NORMAL,None,Low
587,1,5,50,0.0234,NORMAL,None,Low
587,1,6,60,0.025,NORMAL,None,Low
588,1,1,10,0.0213,NORMAL,None,Medium
588,1,2,20,0.0211,NORMAL,None,Medium
588,1,3,30,0.0219,NORMAL,None,Medium
588,1,4,40,0.0212,NORMAL,None,Low
588,1,5,50,0.0213,NORMAL,None,Low
588,1,6,60,0.0253,NORMAL,None,Low
589,1,1,10,0.9618,ACTIVE,Command & Control,Low
589,1,2,20,0.9667,ACTIVE,Command & Control,Low
589,1,3,30,0.9657,ACTIVE,Command & Control,Low
589,1,4,40,0.9619,ACTIVE,Command & Control,Low
589,1,5,50,0.9588,ACTIVE,Command & Control,Low
589,1,6,60,0.9579,ACTIVE,Command & Control,Low
590,1,1,10,0.9309,ACTIVE,Command & Control,Low
590,1,2,20,0.9541,ACTIVE,Command & Control,Low
590,1,3,30,0.9621,ACTIVE,Command & Control,Low
590,1,4,40,0.9593,ACTIVE,Command & Control,Low
590,1,5,50,0.9576,ACTIVE,Command & Control,Low
590,1,6,60,0.9553,ACTIVE,Command & Control,Low
591,1,1,10,0.9633,ACTIVE,Command & Control,Low
591,1,2,20,0.9639,ACTIVE,Command & Control,Low
591,1,3,30,0.9618,ACTIVE,Command & Control,Low
591,1,4,40,0.9598,ACTIVE,Command & Control,Low
591,1,5,50,0.9541,ACTIVE,Command & Control,Low
591,1,6,60,0.952,ACTIVE,Command & Control,Low
592,0,1,10,0.9149,ACTIVE,Command & Control,Low
592,0,2,20,0.9373,ACTIVE,Command & Control,Low
592,0,3,30,0.9399,ACTIVE,Command & Control,Low
592,0,4,40,0.942,ACTIVE,Command & Control,Low
592,0,5,50,0.9396,ACTIVE,Command & Control,Low
592,0,6,60,0.937,ACTIVE,Command & Control,Low
593,0,1,10,0.8661,ACTIVE,Command & Control,Low
593,0,2,20,0.9076,ACTIVE,Command & Control,Low
593,0,3,30,0.9252,ACTIVE,Command & Control,Low
593,0,4,40,0.9281,ACTIVE,Command & Control,Low
593,0,5,50,0.9272,ACTIVE,Command & Control,Low
593,0,6,60,0.9272,ACTIVE,Command & Control,Low
594,0,1,10,0.9535,ACTIVE,Command & Control,Low
594,0,2,20,0.9582,ACTIVE,Command & Control,Low
594,0,3,30,0.963,ACTIVE,Command & Control,Low
594,0,4,40,0.9615,ACTIVE,Command & Control,Low
594,0,5,50,0.957,ACTIVE,Command & Control,Low
594,0,6,60,0.9553,ACTIVE,Command & Control,Low
595,1,1,10,0.8686,ACTIVE,Command & Control,Low
595,1,2,20,0.9152,ACTIVE,Command & Control,Low
595,1,3,30,0.9317,ACTIVE,Command & Control,Low
595,1,4,40,0.9381,ACTIVE,Command & Control,Low
595,1,5,50,0.9375,ACTIVE,Command & Control,Low
595,1,6,60,0.938,ACTIVE,Command & Control,Low
596,0,1,10,0.9152,ACTIVE,Command & Control,Low
596,0,2,20,0.9351,ACTIVE,Command & Control,Low
596,0,3,30,0.9491,ACTIVE,Command & Control,Low
596,0,4,40,0.9539,ACTIVE,Command & Control,Low
596,0,5,50,0.9521,ACTIVE,Command & Control,Low
596,0,6,60,0.9476,ACTIVE,Command & Control,Low
597,0,1,10,0.3483,NORMAL,None,Medium
597,0,2,20,0.2488,NORMAL,None,Medium
597,0,3,30,0.1709,NORMAL,None,Medium
597,0,4,40,0.1224,NORMAL,None,Low
597,0,5,50,0.1026,NORMAL,None,Low
597,0,6,60,0.0847,NORMAL,None,Low
598,0,1,10,0.0216,NORMAL,None,Medium
598,0,2,20,0.0237,NORMAL,None,Medium
598,0,3,30,0.0262,NORMAL,None,Medium
598,0,4,40,0.024,NORMAL,None,Low
598,0,5,50,0.0227,NORMAL,None,Low
598,0,6,60,0.0244,NORMAL,None,Low
599,0,1,10,0.0179,NORMAL,None,Medium
599,0,2,20,0.021,NORMAL,None,Medium
599,0,3,30,0.023,NORMAL,None,Medium
599,0,4,40,0.0245,NORMAL,None,Low
599,0,5,50,0.0274,NORMAL,None,Low
599,0,6,60,0.0237,NORMAL,None,Low
720,1,1,10,0.014,NORMAL,None,Medium
720,1,2,20,0.0205,NORMAL,None,Medium
720,1,3,30,0.0222,NORMAL,None,Medium
720,1,4,40,0.0254,NORMAL,None,Low
720,1,5,50,0.025,NORMAL,None,Low
720,1,6,60,0.028,NORMAL,None,Low
721,1,1,10,0.0162,NORMAL,None,Medium
721,1,2,20,0.0208,NORMAL,None,Medium
721,1,3,30,0.0215,NORMAL,None,Medium
721,1,4,40,0.0238,NORMAL,None,Low
721,1,5,50,0.0224,NORMAL,None,Low
721,1,6,60,0.0238,NORMAL,None,Low
722,0,1,10,0.0177,NORMAL,None,Medium
722,0,2,20,0.0244,NORMAL,None,Medium
722,0,3,30,0.0259,NORMAL,None,Medium
722,0,4,40,0.0262,NORMAL,None,Low
722,0,5,50,0.0257,NORMAL,None,Low
722,0,6,60,0.0263,NORMAL,None,Low
723,0,1,10,0.0184,NORMAL,None,Medium
723,0,2,20,0.0253,NORMAL,None,Medium
723,0,3,30,0.0282,NORMAL,None,Medium
723,0,4,40,0.0274,NORMAL,None,Low
723,0,5,50,0.0267,NORMAL,None,Low
723,0,6,60,0.0261,NORMAL,None,Low
724,0,1,10,0.0164,NORMAL,None,Medium
724,0,2,20,0.024,NORMAL,None,Medium
724,0,3,30,0.0299,NORMAL,None,Medium
724,0,4,40,0.0283,NORMAL,None,Low
724,0,5,50,0.0291,NORMAL,None,Low
724,0,6,60,0.026,NORMAL,None,Low
725,0,1,10,0.0157,NORMAL,None,Medium
725,0,2,20,0.0215,NORMAL,None,Medium
725,0,3,30,0.0229,NORMAL,None,Medium
725,0,4,40,0.0229,NORMAL,None,Low
725,0,5,50,0.0236,NORMAL,None,Low
725,0,6,60,0.0232,NORMAL,None,Low
726,0,1,10,0.0141,NORMAL,None,Medium
726,0,2,20,0.0214,NORMAL,None,Medium
726,0,3,30,0.023,NORMAL,None,Medium
726,0,4,40,0.0237,NORMAL,None,Low
726,0,5,50,0.0237,NORMAL,None,Low
726,0,6,60,0.0225,NORMAL,None,Low
727,0,1,10,0.0193,NORMAL,None,Medium
727,0,2,20,0.0221,NORMAL,None,Medium
727,0,3,30,0.024,NORMAL,None,Medium
727,0,4,40,0.0215,NORMAL,None,Low
727,0,5,50,0.0236,NORMAL,None,Low
727,0,6,60,0.0241,NORMAL,None,Low
728,0,1,10,0.0156,NORMAL,None,Medium
728,0,2,20,0.0224,NORMAL,None,Medium
728,0,3,30,0.0224,NORMAL,None,Medium
728,0,4,40,0.0231,NORMAL,None,Low
728,0,5,50,0.0228,NORMAL,None,Low
728,0,6,60,0.0257,NORMAL,None,Low
729,0,1,10,0.0146,NORMAL,None,Medium
729,0,2,20,0.022,NORMAL,None,Medium
729,0,3,30,0.0257,NORMAL,None,Medium
729,0,4,40,0.0265,NORMAL,None,Low
729,0,5,50,0.0252,NORMAL,None,Low
729,0,6,60,0.0259,NORMAL,None,Low
730,1,1,10,0.0157,NORMAL,None,Medium
730,1,2,20,0.0199,NORMAL,None,Medium
730,1,3,30,0.0224,NORMAL,None,Medium
730,1,4,40,0.0274,NORMAL,None,Low
730,1,5,50,0.0247,NORMAL,None,Low
730,1,6,60,0.0284,NORMAL,None,Low
731,1,1,10,0.0137,NORMAL,None,Medium
731,1,2,20,0.0196,NORMAL,None,Medium
731,1,3,30,0.021,NORMAL,None,Medium
731,1,4,40,0.0214,NORMAL,None,Low
731,1,5,50,0.0259,NORMAL,None,Low
731,1,6,60,0.024,NORMAL,None,Low
732,0,1,10,0.0159,NORMAL,None,Medium
732,0,2,20,0.0225,NORMAL,None,Medium
732,0,3,30,0.0227,NORMAL,None,Medium
732,0,4,40,0.0236,NORMAL,None,Low
732,0,5,50,0.0267,NORMAL,None,Low
732,0,6,60,0.0259,NORMAL,None,Low
733,0,1,10,0.0194,NORMAL,None,Medium
733,0,2,20,0.0244,NORMAL,None,Medium
733,0,3,30,0.0238,NORMAL,None,Medium
733,0,4,40,0.0257,NORMAL,None,Low
733,0,5,50,0.0261,NORMAL,None,Low
733,0,6,60,0.024,NORMAL,None,Low
734,0,1,10,0.0187,NORMAL,None,Medium
734,0,2,20,0.022,NORMAL,None,Medium
734,0,3,30,0.0257,NORMAL,None,Medium
734,0,4,40,0.0281,NORMAL,None,Low
734,0,5,50,0.0288,NORMAL,None,Low
734,0,6,60,0.0241,NORMAL,None,Low
735,0,1,10,0.0261,NORMAL,None,Medium
735,0,2,20,0.0262,NORMAL,None,Medium
735,0,3,30,0.0268,NORMAL,None,Medium
735,0,4,40,0.0293,NORMAL,None,Low
735,0,5,50,0.0253,NORMAL,None,Low
735,0,6,60,0.0242,NORMAL,None,Low
736,0,1,10,0.0176,NORMAL,None,Medium
736,0,2,20,0.0237,NORMAL,None,Medium
736,0,3,30,0.0256,NORMAL,None,Medium
736,0,4,40,0.0246,NORMAL,None,Low
736,0,5,50,0.0256,NORMAL,None,Low
736,0,6,60,0.0264,NORMAL,None,Low
737,0,1,10,0.0243,NORMAL,None,Medium
737,0,2,20,0.0224,NORMAL,None,Medium
737,0,3,30,0.0229,NORMAL,None,Medium
737,0,4,40,0.0252,NORMAL,None,Low
737,0,5,50,0.0255,NORMAL,None,Low
737,0,6,60,0.0258,NORMAL,None,Low
738,0,1,10,0.1824,NORMAL,None,Medium
738,0,2,20,0.147,NORMAL,None,Medium
738,0,3,30,0.1094,NORMAL,None,Medium
738,0,4,40,0.0849,NORMAL,None,Low
738,0,5,50,0.0708,NORMAL,None,Low
738,0,6,60,0.0531,NORMAL,None,Low
739,0,1,10,0.7534,PRE_ATTACK,Reconnaissance,Low
739,0,2,20,0.7594,PRE_ATTACK,Reconnaissance,Low
739,0,3,30,0.7634,PRE_ATTACK,Reconnaissance,Low
739,0,4,40,0.7616,PRE_ATTACK,Reconnaissance,Low
739,0,5,50,0.7784,PRE_ATTACK,Reconnaissance,Low
739,0,6,60,0.7795,PRE_ATTACK,Reconnaissance,Low
740,0,1,10,0.8197,PRE_ATTACK,Reconnaissance,Low
740,0,2,20,0.8088,PRE_ATTACK,Reconnaissance,Low
740,0,3,30,0.8152,PRE_ATTACK,Reconnaissance,Low
740,0,4,40,0.8123,PRE_ATTACK,Reconnaissance,Low
740,0,5,50,0.817,PRE_ATTACK,Reconnaissance,Low
740,0,6,60,0.8182,PRE_ATTACK,Reconnaissance,Low
741,0,1,10,0.8092,PRE_ATTACK,Reconnaissance,Low
741,0,2,20,0.8049,PRE_ATTACK,Reconnaissance,Low
741,0,3,30,0.8114,PRE_ATTACK,Reconnaissance,Low
741,0,4,40,0.8008,PRE_ATTACK,Reconnaissance,Low
741,0,5,50,0.8075,PRE_ATTACK,Reconnaissance,Low
741,0,6,60,0.8094,PRE_ATTACK,Reconnaissance,Low
742,0,1,10,0.785,PRE_ATTACK,Reconnaissance,Low
742,0,2,20,0.7755,PRE_ATTACK,Reconnaissance,Low
742,0,3,30,0.7752,PRE_ATTACK,Reconnaissance,Low
742,0,4,40,0.7735,PRE_ATTACK,Reconnaissance,Low
742,0,5,50,0.7838,PRE_ATTACK,Reconnaissance,Low
742,0,6,60,0.7808,PRE_ATTACK,Reconnaissance,Low
743,0,1,10,0.6618,PRE_ATTACK,Reconnaissance,Low
743,0,2,20,0.6774,PRE_ATTACK,Reconnaissance,Low
743,0,3,30,0.6804,PRE_ATTACK,Reconnaissance,Low
743,0,4,40,0.6889,PRE_ATTACK,Reconnaissance,Low
743,0,5,50,0.7021,PRE_ATTACK,Reconnaissance,Low
743,0,6,60,0.7157,PRE_ATTACK,Reconnaissance,Low
744,0,1,10,0.6963,PRE_ATTACK,Reconnaissance,Low
744,0,2,20,0.7137,PRE_ATTACK,Reconnaissance,Low
744,0,3,30,0.7198,PRE_ATTACK,Reconnaissance,Low
744,0,4,40,0.7396,PRE_ATTACK,Reconnaissance,Low
744,0,5,50,0.7532,PRE_ATTACK,Reconnaissance,Low
744,0,6,60,0.764,PRE_ATTACK,Reconnaissance,Low
745,0,1,10,0.7431,PRE_ATTACK,Reconnaissance,Low
745,0,2,20,0.7358,PRE_ATTACK,Reconnaissance,Low
745,0,3,30,0.7403,PRE_ATTACK,Reconnaissance,Low
745,0,4,40,0.7502,PRE_ATTACK,Reconnaissance,Low
745,0,5,50,0.7592,PRE_ATTACK,Reconnaissance,Low
745,0,6,60,0.7599,PRE_ATTACK,Reconnaissance,Low
746,0,1,10,0.5959,PRE_ATTACK,Reconnaissance,Low
746,0,2,20,0.5935,PRE_ATTACK,Reconnaissance,Low
746,0,3,30,0.5965,PRE_ATTACK,Reconnaissance,Low
746,0,4,40,0.6018,PRE_ATTACK,Reconnaissance,Low
746,0,5,50,0.6003,PRE_ATTACK,Reconnaissance,Low
746,0,6,60,0.591,PRE_ATTACK,Reconnaissance,Low
747,0,1,10,0.0701,NORMAL,None,Medium
747,0,2,20,0.0515,NORMAL,None,Medium
747,0,3,30,0.0412,NORMAL,None,Medium
747,0,4,40,0.0346,NORMAL,None,Low
747,0,5,50,0.0326,NORMAL,None,Low
747,0,6,60,0.0287,NORMAL,None,Low
748,0,1,10,0.1447,NORMAL,None,Medium
748,0,2,20,0.1109,NORMAL,None,Medium
748,0,3,30,0.0855,NORMAL,None,Medium
748,0,4,40,0.066,NORMAL,None,Low
748,0,5,50,0.0552,NORMAL,None,Low
748,0,6,60,0.0446,NORMAL,None,Low
749,0,1,10,0.1881,NORMAL,None,Medium
749,0,2,20,0.1512,NORMAL,None,Medium
749,0,3,30,0.1079,NORMAL,None,Medium
749,0,4,40,0.0839,NORMAL,None,Low
749,0,5,50,0.0621,NORMAL,None,Low
749,0,6,60,0.0461,NORMAL,None,Low
870,0,1,10,0.025,NORMAL,None,Medium
870,0,2,20,0.0237,NORMAL,None,Medium
870,0,3,30,0.0266,NORMAL,None,Medium
870,0,4,40,0.0283,NORMAL,None,Low
870,0,5,50,0.0261,NORMAL,None,Low
870,0,6,60,0.0265,NORMAL,None,Low
871,0,1,10,0.0225,NORMAL,None,Medium
871,0,2,20,0.0242,NORMAL,None,Medium
871,0,3,30,0.0239,NORMAL,None,Medium
871,0,4,40,0.0234,NORMAL,None,Low
871,0,5,50,0.0222,NORMAL,None,Low
871,0,6,60,0.0234,NORMAL,None,Low
872,0,1,10,0.0175,NORMAL,None,Medium
872,0,2,20,0.0234,NORMAL,None,Medium
872,0,3,30,0.025,NORMAL,None,Medium
872,0,4,40,0.0272,NORMAL,None,Low
872,0,5,50,0.0246,NORMAL,None,Low
872,0,6,60,0.0242,NORMAL,None,Low
873,0,1,10,0.0274,NORMAL,None,Medium
873,0,2,20,0.0276,NORMAL,None,Medium
873,0,3,30,0.0289,NORMAL,None,Medium
873,0,4,40,0.0254,NORMAL,None,Low
873,0,5,50,0.0253,NORMAL,None,Low
873,0,6,60,0.0252,NORMAL,None,Low
874,0,1,10,0.0319,NORMAL,None,Medium
874,0,2,20,0.0287,NORMAL,None,Medium
874,0,3,30,0.0299,NORMAL,None,Medium
874,0,4,40,0.0249,NORMAL,None,Low
874,0,5,50,0.0252,NORMAL,None,Low
874,0,6,60,0.0271,NORMAL,None,Low
875,0,1,10,0.0226,NORMAL,None,Medium
875,0,2,20,0.0242,NORMAL,None,Medium
875,0,3,30,0.0271,NORMAL,None,Medium
875,0,4,40,0.0269,NORMAL,None,Low
875,0,5,50,0.0251,NORMAL,None,Low
875,0,6,60,0.0235,NORMAL,None,Low
876,0,1,10,0.023,NORMAL,None,Medium
876,0,2,20,0.0229,NORMAL,None,Medium
876,0,3,30,0.0249,NORMAL,None,Medium
876,0,4,40,0.0249,NORMAL,None,Low
876,0,5,50,0.0267,NORMAL,None,Low
876,0,6,60,0.0269,NORMAL,None,Low
877,0,1,10,0.0346,NORMAL,None,Medium
877,0,2,20,0.0352,NORMAL,None,Medium
877,0,3,30,0.0308,NORMAL,None,Medium
877,0,4,40,0.0295,NORMAL,None,Low
877,0,5,50,0.0284,NORMAL,None,Low
877,0,6,60,0.0278,NORMAL,None,Low
878,0,1,10,0.0218,NORMAL,None,Medium
878,0,2,20,0.0259,NORMAL,None,Medium
878,0,3,30,0.0262,NORMAL,None,Medium
878,0,4,40,0.026,NORMAL,None,Low
878,0,5,50,0.0252,NORMAL,None,Low
878,0,6,60,0.0249,NORMAL,None,Low
879,0,1,10,0.0325,NORMAL,None,Medium
879,0,2,20,0.0311,NORMAL,None,Medium
879,0,3,30,0.0307,NORMAL,None,Medium
879,0,4,40,0.0285,NORMAL,None,Low
879,0,5,50,0.0271,NORMAL,None,Low
879,0,6,60,0.028,NORMAL,None,Low
880,0,1,10,0.0214,NORMAL,None,Medium
880,0,2,20,0.024,NORMAL,None,Medium
880,0,3,30,0.0257,NORMAL,None,Medium
880,0,4,40,0.0272,NORMAL,None,Low
880,0,5,50,0.0264,NORMAL,None,Low
880,0,6,60,0.0271,NORMAL,None,Low
881,0,1,10,0.0195,NORMAL,None,Medium
881,0,2,20,0.0257,NORMAL,None,Medium
881,0,3,30,0.024,NORMAL,None,Medium
881,0,4,40,0.0269,NORMAL,None,Low
881,0,5,50,0.0257,NORMAL,None,Low
881,0,6,60,0.0268,NORMAL,None,Low
882,0,1,10,0.0194,NORMAL,None,Medium
882,0,2,20,0.0206,NORMAL,None,Medium
882,0,3,30,0.0253,NORMAL,None,Medium
882,0,4,40,0.0246,NORMAL,None,Low
882,0,5,50,0.0254,NORMAL,None,Low
882,0,6,60,0.0271,NORMAL,None,Low
883,1,1,10,0.0186,NORMAL,None,Medium
883,1,2,20,0.0248,NORMAL,None,Medium
883,1,3,30,0.0232,NORMAL,None,Medium
883,1,4,40,0.024,NORMAL,None,Low
883,1,5,50,0.0245,NORMAL,None,Low
883,1,6,60,0.0255,NORMAL,None,Low
884,0,1,10,0.0262,NORMAL,None,Medium
884,0,2,20,0.0289,NORMAL,None,Medium
884,0,3,30,0.0311,NORMAL,None,Medium
884,0,4,40,0.0291,NORMAL,None,Low
884,0,5,50,0.0259,NORMAL,None,Low
884,0,6,60,0.0253,NORMAL,None,Low
885,0,1,10,0.0286,NORMAL,None,Medium
885,0,2,20,0.0309,NORMAL,None,Medium
885,0,3,30,0.029,NORMAL,None,Medium
885,0,4,40,0.028,NORMAL,None,Low
885,0,5,50,0.0267,NORMAL,None,Low
885,0,6,60,0.0284,NORMAL,None,Low
886,0,1,10,0.0233,NORMAL,None,Medium
886,0,2,20,0.0252,NORMAL,None,Medium
886,0,3,30,0.0251,NORMAL,None,Medium
886,0,4,40,0.0265,NORMAL,None,Low
886,0,5,50,0.0261,NORMAL,None,Low
886,0,6,60,0.0261,NORMAL,None,Low
887,0,1,10,0.0309,NORMAL,None,Medium
887,0,2,20,0.0317,NORMAL,None,Medium
887,0,3,30,0.0299,NORMAL,None,Medium
887,0,4,40,0.0317,NORMAL,None,Low
887,0,5,50,0.0314,NORMAL,None,Low
887,0,6,60,0.0284,NORMAL,None,Low
888,0,1,10,0.0304,NORMAL,None,Medium
888,0,2,20,0.0308,NORMAL,None,Medium
888,0,3,30,0.0288,NORMAL,None,Medium
888,0,4,40,0.0291,NORMAL,None,Low
888,0,5,50,0.0309,NORMAL,None,Low
888,0,6,60,0.0279,NORMAL,None,Low
889,0,1,10,0.0332,NORMAL,None,Medium
889,0,2,20,0.0343,NORMAL,None,Medium
889,0,3,30,0.0316,NORMAL,None,Medium
889,0,4,40,0.0285,NORMAL,None,Low
889,0,5,50,0.0291,NORMAL,None,Low
889,0,6,60,0.0272,NORMAL,None,Low
890,0,1,10,0.0282,NORMAL,None,Medium
890,0,2,20,0.033,NORMAL,None,Medium
890,0,3,30,0.0295,NORMAL,None,Medium
890,0,4,40,0.0308,NORMAL,None,Low
890,0,5,50,0.0302,NORMAL,None,Low
890,0,6,60,0.0301,NORMAL,None,Low
891,0,1,10,0.0371,NORMAL,None,Medium
891,0,2,20,0.034,NORMAL,None,Medium
891,0,3,30,0.0315,NORMAL,None,Medium
891,0,4,40,0.0305,NORMAL,None,Low
891,0,5,50,0.0314,NORMAL,None,Low
891,0,6,60,0.0306,NORMAL,None,Low
892,0,1,10,0.0304,NORMAL,None,Medium
892,0,2,20,0.0296,NORMAL,None,Medium
892,0,3,30,0.0254,NORMAL,None,Medium
892,0,4,40,0.0269,NORMAL,None,Low
892,0,5,50,0.0299,NORMAL,None,Low
892,0,6,60,0.0274,NORMAL,None,Low
893,0,1,10,0.0187,NORMAL,None,Medium
893,0,2,20,0.0255,NORMAL,None,Medium
893,0,3,30,0.0241,NORMAL,None,Medium
893,0,4,40,0.0276,NORMAL,None,Low
893,0,5,50,0.0246,NORMAL,None,Low
893,0,6,60,0.0259,NORMAL,None,Low
894,0,1,10,0.03,NORMAL,None,Medium
894,0,2,20,0.0288,NORMAL,None,Medium
894,0,3,30,0.029,NORMAL,None,Medium
894,0,4,40,0.0262,NORMAL,None,Low
894,0,5,50,0.0257,NORMAL,None,Low
894,0,6,60,0.0234,NORMAL,None,Low
895,0,1,10,0.0322,NORMAL,None,Medium
895,0,2,20,0.0299,NORMAL,None,Medium
895,0,3,30,0.0299,NORMAL,None,Medium
895,0,4,40,0.0261,NORMAL,None,Low
895,0,5,50,0.0251,NORMAL,None,Low
895,0,6,60,0.0258,NORMAL,None,Low
896,0,1,10,0.025,NORMAL,None,Medium
896,0,2,20,0.0302,NORMAL,None,Medium
896,0,3,30,0.0304,NORMAL,None,Medium
896,0,4,40,0.0289,NORMAL,None,Low
896,0,5,50,0.0265,NORMAL,None,Low
896,0,6,60,0.028,NORMAL,None,Low
897,0,1,10,0.0234,NORMAL,None,Medium
897,0,2,20,0.03,NORMAL,None,Medium
897,0,3,30,0.0261,NORMAL,None,Medium
897,0,4,40,0.0256,NORMAL,None,Low
897,0,5,50,0.0245,NORMAL,None,Low
897,0,6,60,0.0261,NORMAL,None,Low
898,0,1,10,0.0367,NORMAL,None,Medium
898,0,2,20,0.0342,NORMAL,None,Medium
898,0,3,30,0.0322,NORMAL,None,Medium
898,0,4,40,0.0281,NORMAL,None,Low
898,0,5,50,0.0272,NORMAL,None,Low
898,0,6,60,0.027,NORMAL,None,Low
899,0,1,10,0.0373,NORMAL,None,Medium
899,0,2,20,0.0308,NORMAL,None,Medium
899,0,3,30,0.0271,NORMAL,None,Medium
899,0,4,40,0.0284,NORMAL,None,Low
899,0,5,50,0.0263,NORMAL,None,Low
899,0,6,60,0.0255,NORMAL,None,Low
1020,0,1,10,0.0372,NORMAL,None,Medium
1020,0,2,20,0.0395,NORMAL,None,Medium
1020,0,3,30,0.0328,NORMAL,None,Medium
1020,0,4,40,0.0325,NORMAL,None,Low
1020,0,5,50,0.0288,NORMAL,None,Low
1020,0,6,60,0.0306,NORMAL,None,Low
1021,0,1,10,0.0476,NORMAL,None,Medium
1021,0,2,20,0.0457,NORMAL,None,Medium
1021,0,3,30,0.038,NORMAL,None,Medium
1021,0,4,40,0.0309,NORMAL,None,Low
1021,0,5,50,0.0263,NORMAL,None,Low
1021,0,6,60,0.0287,NORMAL,None,Low
1022,0,1,10,0.0705,NORMAL,None,Medium
1022,0,2,20,0.0573,NORMAL,None,Medium
1022,0,3,30,0.047,NORMAL,None,Medium
1022,0,4,40,0.0368,NORMAL,None,Low
1022,0,5,50,0.0342,NORMAL,None,Low
1022,0,6,60,0.0283,NORMAL,None,Low
1023,0,1,10,0.0545,NORMAL,None,Medium
1023,0,2,20,0.0452,NORMAL,None,Medium
1023,0,3,30,0.0364,NORMAL,None,Medium
1023,0,4,40,0.0357,NORMAL,None,Low
1023,0,5,50,0.0274,NORMAL,None,Low
1023,0,6,60,0.0311,NORMAL,None,Low
1024,0,1,10,0.0375,NORMAL,None,Medium
1024,0,2,20,0.0356,NORMAL,None,Medium
1024,0,3,30,0.0302,NORMAL,None,Medium
